"","x1_age","x2_job","x3_marital","x4_education","x5_default","x6_housing","x7_loan","x8_contact","x9_month","x10_weekday","x11_duration","x12_campaign","x13_pdays","x14_previous","x15_poutcome","x16_empvar.rate","x17_consprice.idx","x18_consconf.idx","x19_euribor3m","x20_nr.employed","y_subscribe"
"11315",30,"management","married","university.degree","no","yes","no","cellular","apr","thu",271,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,1
"11316",49,"services","married","high.school","no","yes","yes","telephone","may","fri",108,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
"11317",37,"blue-collar","married","professional.course","no","yes","no","telephone","jun","mon",179,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
"11318",53,"technician","married","unknown","no","no","no","cellular","sep","wed",121,2,999,0,"nonexistent",-3.4,92.379,-29.8,0.781,5017.5,0
"11319",33,"admin.","single","high.school","no","yes","no","cellular","jun","tue",167,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,0
"11320",36,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",38,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
"11321",43,"blue-collar","divorced","basic.9y","no","unknown","unknown","cellular","may","fri",148,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
"11322",31,"admin.","married","high.school","no","no","no","cellular","jul","mon",87,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"11323",39,"management","married","basic.9y","no","no","no","telephone","jun","wed",255,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
"11324",59,"retired","married","high.school","no","yes","no","cellular","aug","tue",85,1,999,1,"failure",-2.9,92.201,-31.4,0.883,5076.2,0
"11325",37,"retired","divorced","basic.9y","unknown","no","no","telephone","nov","tue",114,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
"11326",35,"admin.","single","university.degree","no","no","yes","cellular","aug","thu",85,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"11327",49,"unknown","married","high.school","unknown","no","no","cellular","aug","mon",192,6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"11328",54,"retired","married","professional.course","no","yes","no","cellular","nov","mon",55,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"11329",42,"admin.","single","high.school","no","no","no","cellular","jul","fri",163,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"11330",33,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","fri",113,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
"11331",59,"admin.","married","university.degree","no","no","yes","cellular","sep","wed",193,1,3,1,"success",-1.1,94.199,-37.5,0.886,4963.6,1
"11332",34,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",76,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"11333",35,"services","single","high.school","no","no","no","cellular","may","wed",281,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,0
"11334",44,"services","married","high.school","no","no","no","cellular","nov","wed",37,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
"11335",27,"services","married","high.school","no","no","yes","cellular","may","tue",416,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
"11336",44,"entrepreneur","married","university.degree","no","yes","yes","cellular","may","thu",91,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"11337",39,"technician","married","professional.course","no","no","no","cellular","may","thu",20,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
"11338",36,"admin.","divorced","high.school","no","yes","no","cellular","jul","wed",389,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"11339",49,"blue-collar","married","basic.4y","no","no","no","telephone","may","wed",283,8,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"11340",34,"unemployed","married","high.school","no","yes","no","cellular","nov","thu",562,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,1
"11341",35,"blue-collar","married","basic.6y","no","no","no","cellular","may","fri",212,2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,0
"11342",66,"retired","married","basic.4y","unknown","unknown","unknown","cellular","oct","wed",216,1,6,3,"success",-1.1,94.601,-49.5,0.985,4963.6,1
"11343",33,"technician","single","university.degree","no","no","yes","cellular","may","wed",118,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
"11344",34,"blue-collar","married","basic.4y","no","no","no","telephone","may","fri",359,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"11345",38,"blue-collar","single","basic.9y","no","yes","no","telephone","may","mon",179,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11346",39,"admin.","married","university.degree","no","no","no","cellular","apr","mon",355,3,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"11347",50,"blue-collar","married","basic.4y","no","no","yes","cellular","jul","mon",141,6,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"11348",37,"services","divorced","basic.9y","no","no","no","cellular","jul","wed",885,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"11349",48,"technician","married","high.school","unknown","yes","no","telephone","may","fri",42,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"11350",38,"services","single","high.school","unknown","no","yes","telephone","may","thu",1257,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,1
"11351",25,"technician","single","professional.course","no","yes","no","cellular","jun","mon",29,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,0
"11352",54,"blue-collar","married","basic.9y","no","no","no","cellular","jun","fri",258,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,1
"11353",34,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","mon",18,30,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
"11354",58,"self-employed","married","unknown","unknown","no","no","cellular","may","wed",250,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
"11355",39,"housemaid","married","basic.9y","no","no","no","telephone","jun","tue",236,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"11356",43,"admin.","single","university.degree","no","yes","no","telephone","may","mon",34,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,0
"11357",38,"housemaid","married","basic.9y","no","no","no","telephone","may","fri",378,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"11358",30,"technician","single","university.degree","no","no","no","telephone","may","thu",272,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"11359",38,"services","married","high.school","no","no","no","telephone","may","fri",62,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"11360",49,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","mon",165,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"11361",45,"services","divorced","high.school","unknown","no","no","telephone","jun","thu",691,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
"11362",53,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",267,1,999,1,"failure",-2.9,92.201,-31.4,0.821,5076.2,1
"11363",79,"retired","married","basic.4y","no","no","yes","cellular","nov","tue",301,2,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,1
"11364",43,"blue-collar","married","basic.9y","no","no","no","cellular","jul","fri",377,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"11365",54,"admin.","divorced","university.degree","no","no","no","cellular","dec","wed",288,7,6,2,"success",-3,92.713,-33,0.715,5023.5,1
"11366",29,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",166,7,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"11367",39,"technician","single","university.degree","no","yes","no","cellular","may","mon",612,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,1
"11368",30,"admin.","single","basic.9y","no","no","no","telephone","nov","thu",26,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"11369",58,"technician","married","professional.course","no","no","no","cellular","aug","tue",704,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,1
"11370",33,"blue-collar","married","professional.course","no","yes","no","cellular","may","fri",669,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,1
"11371",41,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",150,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
"11372",38,"technician","single","professional.course","unknown","yes","no","telephone","jun","mon",127,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
"11373",59,"housemaid","married","basic.4y","no","yes","no","cellular","aug","thu",121,6,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,0
"11374",51,"retired","married","professional.course","no","no","no","telephone","may","mon",118,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11375",41,"blue-collar","married","basic.9y","no","unknown","unknown","cellular","apr","thu",268,1,999,1,"failure",-1.8,93.075,-47.1,1.435,5099.1,0
"11376",29,"management","single","university.degree","no","yes","no","cellular","aug","thu",82,2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
"11377",57,"admin.","married","basic.4y","unknown","yes","no","cellular","jul","tue",290,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"11378",73,"retired","married","basic.9y","no","no","no","cellular","aug","fri",239,1,15,1,"success",-2.9,92.201,-31.4,0.881,5076.2,0
"11379",34,"management","married","basic.4y","no","no","no","cellular","may","thu",175,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
"11380",47,"technician","divorced","high.school","no","no","yes","cellular","jul","thu",417,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"11381",51,"admin.","married","basic.4y","unknown","yes","no","telephone","may","wed",942,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,1
"11382",36,"management","married","university.degree","no","no","yes","cellular","may","mon",110,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,0
"11383",31,"blue-collar","single","high.school","no","yes","no","cellular","nov","wed",180,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
"11384",30,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",99,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
"11385",33,"unemployed","single","university.degree","no","yes","no","cellular","nov","thu",176,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,0
"11386",29,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",118,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
"11387",29,"admin.","married","high.school","no","yes","no","telephone","may","tue",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11388",31,"technician","married","professional.course","no","yes","no","cellular","may","tue",80,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,0
"11389",41,"admin.","married","university.degree","no","no","no","cellular","aug","tue",766,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,1
"11390",42,"housemaid","married","basic.4y","no","yes","no","telephone","may","mon",130,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11391",26,"blue-collar","single","basic.9y","no","no","no","cellular","may","thu",294,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"11392",49,"technician","divorced","professional.course","unknown","no","no","cellular","aug","thu",377,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"11393",45,"admin.","married","high.school","unknown","yes","yes","cellular","aug","fri",111,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
"11394",56,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",1097,15,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,1
"11395",33,"management","married","university.degree","no","yes","no","cellular","may","tue",35,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,0
"11396",41,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","mon",753,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
"11397",36,"blue-collar","single","basic.9y","no","no","yes","cellular","may","thu",1516,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,1
"11398",63,"housemaid","married","basic.9y","no","yes","no","cellular","apr","fri",164,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,0
"11399",48,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","wed",709,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,1
"11400",44,"technician","divorced","high.school","no","no","no","cellular","aug","tue",188,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,0
"11401",26,"blue-collar","single","basic.9y","unknown","no","yes","telephone","may","fri",268,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11402",85,"housemaid","married","basic.4y","unknown","yes","no","cellular","apr","tue",462,1,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,1
"11403",49,"blue-collar","married","unknown","no","no","no","telephone","may","tue",286,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11404",32,"management","single","university.degree","no","no","no","cellular","apr","mon",333,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"11405",37,"technician","single","university.degree","no","yes","no","cellular","may","tue",464,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
"11406",36,"services","married","high.school","no","yes","yes","cellular","aug","thu",227,2,999,1,"failure",-2.9,92.201,-31.4,0.873,5076.2,1
"11407",41,"admin.","single","university.degree","no","no","no","telephone","jun","mon",367,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
"11408",32,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",126,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"11409",35,"housemaid","married","basic.4y","no","no","no","telephone","may","thu",646,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,1
"11410",28,"services","married","basic.9y","no","yes","no","telephone","oct","fri",186,1,999,1,"failure",-3.4,92.431,-26.9,0.739,5017.5,1
"11411",36,"management","married","university.degree","no","no","no","telephone","aug","mon",328,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,1
"11412",42,"management","married","university.degree","no","yes","no","cellular","may","mon",306,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
"11413",33,"admin.","married","high.school","no","no","no","cellular","aug","tue",210,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"11414",28,"blue-collar","single","basic.9y","no","no","no","cellular","may","fri",137,3,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
"11415",39,"management","single","university.degree","no","no","no","cellular","may","tue",11,12,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
"11416",56,"technician","married","professional.course","no","no","yes","telephone","may","fri",73,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"11417",31,"technician","married","university.degree","no","no","no","cellular","may","mon",733,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,1
"11418",32,"technician","single","university.degree","no","no","yes","cellular","may","fri",137,2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,0
"11419",80,"retired","divorced","basic.4y","no","no","yes","cellular","jul","thu",169,2,6,2,"success",-1.7,94.215,-40.3,0.899,4991.6,1
"11420",35,"unemployed","married","basic.4y","no","no","no","cellular","nov","thu",192,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"11421",58,"retired","married","basic.4y","unknown","no","no","telephone","may","tue",1045,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,1
"11422",33,"admin.","married","high.school","no","no","no","telephone","jul","tue",257,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,1
"11423",39,"unemployed","married","high.school","no","yes","no","telephone","may","fri",380,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"11424",46,"services","married","university.degree","no","yes","no","cellular","sep","wed",630,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.88,4963.6,1
"11425",45,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","tue",95,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,0
"11426",32,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",451,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"11427",39,"technician","married","unknown","no","yes","no","cellular","jul","thu",108,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
"11428",49,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",790,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
"11429",29,"management","single","high.school","no","yes","no","cellular","jul","wed",125,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"11430",63,"housemaid","married","basic.4y","no","no","no","cellular","aug","tue",511,1,999,1,"failure",-2.9,92.201,-31.4,0.838,5076.2,1
"11431",54,"blue-collar","married","basic.9y","no","no","no","cellular","jul","fri",261,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"11432",30,"admin.","married","unknown","no","yes","no","cellular","nov","thu",305,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"11433",54,"admin.","married","university.degree","no","yes","no","cellular","jun","thu",151,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,0
"11434",37,"services","married","high.school","no","no","no","cellular","jul","thu",346,1,6,2,"success",-1.7,94.215,-40.3,0.846,4991.6,1
"11435",31,"services","single","high.school","unknown","no","no","cellular","may","fri",77,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
"11436",31,"blue-collar","married","high.school","no","yes","no","cellular","jul","mon",317,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"11437",37,"admin.","married","high.school","no","no","yes","telephone","may","fri",3,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11438",30,"self-employed","single","university.degree","no","no","no","telephone","may","fri",510,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
"11439",31,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","mon",107,1,999,2,"failure",-3.4,92.649,-30.1,0.719,5017.5,0
"11440",53,"technician","divorced","unknown","no","yes","no","cellular","may","mon",35,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
"11441",29,"admin.","married","high.school","no","yes","no","cellular","jun","mon",263,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,1
"11442",57,"admin.","married","basic.6y","no","yes","no","cellular","may","fri",100,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,0
"11443",51,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",113,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"11444",41,"housemaid","married","high.school","no","yes","no","cellular","jul","fri",440,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"11445",40,"technician","married","professional.course","no","no","no","telephone","may","tue",191,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11446",38,"management","divorced","university.degree","no","no","yes","cellular","apr","mon",72,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"11447",40,"technician","married","professional.course","unknown","yes","no","cellular","aug","wed",192,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"11448",39,"housemaid","married","basic.6y","no","yes","no","cellular","jul","fri",76,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"11449",46,"services","married","high.school","no","yes","yes","cellular","apr","thu",354,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,1
"11450",43,"admin.","married","high.school","no","no","no","cellular","jul","mon",507,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"11451",41,"management","married","high.school","unknown","no","no","cellular","may","tue",256,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
"11452",60,"technician","married","basic.4y","no","yes","no","cellular","oct","tue",595,2,6,1,"success",-3.4,92.431,-26.9,0.737,5017.5,1
"11453",33,"services","married","basic.6y","no","yes","no","cellular","may","mon",72,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
"11454",23,"admin.","single","university.degree","no","no","yes","cellular","jul","fri",76,2,999,1,"failure",-1.7,94.215,-40.3,0.896,4991.6,0
"11455",37,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",345,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
"11456",45,"blue-collar","single","university.degree","no","yes","no","cellular","jul","thu",102,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
"11457",30,"services","married","basic.9y","no","yes","no","telephone","may","wed",821,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11458",24,"admin.","single","high.school","no","yes","no","cellular","jul","wed",145,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"11459",50,"services","divorced","basic.4y","unknown","yes","no","telephone","jun","mon",168,4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
"11460",30,"blue-collar","married","basic.9y","no","no","yes","telephone","may","wed",117,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"11461",44,"blue-collar","divorced","basic.4y","no","no","no","telephone","jun","wed",34,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"11462",48,"technician","divorced","high.school","no","yes","no","cellular","apr","thu",400,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,1
"11463",54,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","aug","wed",111,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"11464",34,"technician","single","university.degree","no","yes","no","cellular","aug","wed",162,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"11465",37,"blue-collar","single","basic.9y","unknown","yes","yes","telephone","may","mon",163,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11466",33,"technician","single","university.degree","no","no","no","telephone","may","wed",32,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
"11467",60,"unemployed","married","high.school","no","yes","no","cellular","apr","thu",1260,2,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,1
"11468",33,"self-employed","married","university.degree","no","no","no","telephone","apr","thu",155,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,0
"11469",44,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",248,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"11470",27,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","mon",295,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"11471",41,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","mon",238,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"11472",55,"services","married","basic.9y","no","yes","no","cellular","dec","wed",314,1,6,1,"success",-3,92.713,-33,0.715,5023.5,1
"11473",27,"admin.","married","university.degree","no","yes","no","cellular","may","fri",670,4,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,1
"11474",42,"admin.","divorced","university.degree","no","no","yes","telephone","may","fri",161,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11475",44,"blue-collar","married","unknown","unknown","no","no","telephone","may","tue",73,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"11476",49,"management","married","university.degree","no","no","no","cellular","nov","fri",65,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
"11477",51,"management","married","university.degree","unknown","yes","no","cellular","jul","wed",180,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"11478",29,"admin.","single","university.degree","no","no","no","cellular","aug","thu",12,15,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"11479",23,"services","single","high.school","no","no","no","telephone","jul","mon",821,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"11480",24,"technician","single","professional.course","no","no","yes","telephone","may","tue",140,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11481",53,"technician","married","unknown","no","no","no","telephone","jun","fri",51,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"11482",45,"management","married","unknown","unknown","no","yes","telephone","jun","mon",73,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
"11483",64,"unemployed","divorced","basic.9y","no","yes","no","cellular","oct","wed",604,2,999,0,"nonexistent",-1.1,94.601,-49.5,0.959,4963.6,0
"11484",34,"unknown","married","basic.4y","unknown","yes","no","telephone","may","tue",267,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11485",60,"admin.","married","high.school","no","no","yes","telephone","jun","wed",16,8,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"11486",45,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",82,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
"11487",59,"admin.","married","basic.4y","unknown","yes","no","cellular","aug","tue",306,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"11488",78,"retired","divorced","basic.4y","no","yes","no","cellular","nov","fri",182,2,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,1
"11489",56,"self-employed","married","basic.9y","no","yes","no","cellular","aug","thu",176,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"11490",35,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",188,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
"11491",45,"management","married","university.degree","no","yes","no","cellular","jul","thu",391,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
"11492",48,"services","divorced","high.school","no","yes","yes","cellular","apr","mon",111,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"11493",34,"admin.","married","university.degree","no","yes","no","cellular","may","thu",141,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
"11494",29,"services","divorced","high.school","no","yes","no","telephone","may","tue",157,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"11495",28,"admin.","single","unknown","no","no","no","cellular","jul","tue",574,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"11496",55,"technician","single","professional.course","no","no","no","cellular","nov","fri",142,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
"11497",46,"management","married","university.degree","no","yes","no","cellular","nov","wed",111,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
"11498",36,"management","single","high.school","no","no","no","cellular","apr","mon",150,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"11499",52,"admin.","married","basic.9y","no","no","no","cellular","jul","wed",1171,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,1
"11500",59,"blue-collar","married","basic.4y","no","no","no","cellular","mar","tue",237,3,999,0,"nonexistent",-1.8,92.843,-50,1.51,5099.1,1
"11501",47,"admin.","married","university.degree","no","no","no","telephone","dec","mon",91,2,999,0,"nonexistent",-3,92.713,-33,0.717,5023.5,0
"11502",51,"retired","married","university.degree","no","yes","yes","telephone","may","tue",235,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"11503",26,"student","single","professional.course","no","yes","no","cellular","aug","fri",150,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,1
